date,state,accum_cases,daily_cases,accum_deaths,daily_deaths
2020-03-30,Florida,5695,752,72,12
2020-03-31,Florida,6742,1047,85,13
2020-04-01,Florida,7769,1027,100,15
2020-04-02,Florida,9000,1231,144,44
2020-04-03,Florida,10260,1260,169,25
2020-04-04,Florida,11537,1277,194,25
2020-04-05,Florida,12342,805,220,26
2020-04-06,Florida,13621,1279,253,33
2020-04-07,Florida,14739,1118,295,42
2020-04-08,Florida,15690,951,322,27
2020-04-09,Florida,16819,1129,370,48
2020-04-10,Florida,17960,1141,418,48
2020-04-11,Florida,18978,1018,445,27
2020-04-12,Florida,19855,877,460,15
2020-04-13,Florida,21011,1156,498,38
2020-04-14,Florida,21620,609,570,72
2020-04-15,Florida,22526,906,613,43
2020-04-16,Florida,23332,806,667,54
2020-04-17,Florida,24745,1413,725,58
2020-04-18,Florida,25484,739,747,22
2020-04-19,Florida,26306,822,773,26
2020-04-20,Florida,27050,744,822,49
2020-04-21,Florida,27861,811,866,44
2020-04-22,Florida,28301,440,926,60
2020-04-23,Florida,29640,1339,986,60
2020-04-24,Florida,30525,885,1045,59
2020-04-25,Florida,30831,306,1054,9
2020-04-26,Florida,31520,689,1073,19
2020-04-27,Florida,32130,610,1087,14
2020-04-28,Florida,32838,708,1170,83
2020-04-29,Florida,33185,347,1216,46
2020-04-30,Florida,33683,498,1267,51
2020-05-01,Florida,34720,1037,1313,46
2020-05-02,Florida,35455,735,1363,50
2020-05-03,Florida,36070,615,1378,15
2020-05-04,Florida,36889,819,1398,20
2020-05-05,Florida,37431,542,1470,72
2020-05-06,Florida,37994,563,1538,68
2020-05-07,Florida,38820,826,1599,61
2020-05-08,Florida,39191,371,1668,69
2020-05-09,Florida,39993,802,1714,46
2020-05-10,Florida,40588,595,1720,6
2020-05-11,Florida,40974,386,1734,14
2020-05-12,Florida,41915,941,1778,44
2020-05-13,Florida,42394,479,1826,48
2020-05-14,Florida,43202,808,1874,48
2020-05-15,Florida,44130,928,1916,42
2020-05-16,Florida,44803,673,1963,47
2020-05-17,Florida,45580,777,1972,9
2020-05-18,Florida,46434,854,1996,24
2020-05-19,Florida,46936,502,2051,55
2020-05-20,Florida,47463,527,2095,44
2020-05-21,Florida,48667,1204,2143,48
2020-05-22,Florida,49443,776,2189,46
2020-05-23,Florida,50119,676,2232,43
2020-05-24,Florida,50859,740,2236,4
2020-05-25,Florida,51738,879,2251,15
2020-05-26,Florida,52247,509,2258,7
2020-05-27,Florida,52626,379,2318,60
2020-05-28,Florida,53277,651,2363,45
2020-05-29,Florida,54489,1212,2412,49
2020-05-30,Florida,55416,927,2446,34
2020-05-31,Florida,56155,739,2450,4
2020-06-01,Florida,56822,667,2459,9
2020-06-02,Florida,57439,617,2529,70
2020-06-03,Florida,58756,1317,2565,36
2020-06-04,Florida,60175,1419,2606,41
2020-06-05,Florida,61480,1305,2659,53
2020-06-06,Florida,62750,1270,2687,28
2020-06-07,Florida,63930,1180,2699,12
2020-06-08,Florida,64896,966,2711,12
2020-06-09,Florida,65992,1096,2764,53
2020-06-10,Florida,67363,1371,2800,36
2020-06-11,Florida,69061,1698,2847,47
2020-06-12,Florida,70963,1902,2876,29
2020-06-13,Florida,73544,2581,2924,48
2020-06-14,Florida,75560,2016,2930,6
2020-06-15,Florida,77318,1758,2937,7
2020-06-16,Florida,80101,2783,2992,55
2020-06-17,Florida,82711,2610,3017,25
2020-06-18,Florida,85918,3207,3060,43
2020-06-19,Florida,89740,3822,3103,43
2020-06-20,Florida,93789,4049,3143,40
2020-06-21,Florida,97283,3494,3160,17
2020-06-22,Florida,100209,2926,3172,12
2020-06-23,Florida,103495,3286,3237,65
2020-06-24,Florida,109006,5511,3280,43
2020-06-25,Florida,114010,5004,3326,46
2020-06-26,Florida,122952,8942,3365,39
2020-06-27,Florida,132537,9585,3389,24
2020-06-28,Florida,141067,8530,3418,29
2020-06-29,Florida,146333,5266,3446,28
2020-06-30,Florida,152426,6093,3504,58
2020-07-01,Florida,158989,6563,3549,45
2020-07-02,Florida,169098,10109,3616,67
2020-07-03,Florida,178586,9488,3683,67
2020-07-04,Florida,190044,11458,3701,18
2020-07-05,Florida,200103,10059,3730,29
2020-07-06,Florida,206439,6336,3777,47
2020-07-07,Florida,213786,7347,3840,63
2020-07-08,Florida,223775,9989,3888,48
2020-07-09,Florida,232710,8935,4008,120
2020-07-10,Florida,244143,11433,4101,93
2020-07-11,Florida,254503,10360,4196,95
2020-07-12,Florida,269803,15300,4241,45
2020-07-13,Florida,282427,12624,4276,35
2020-07-14,Florida,291621,9194,4408,132
2020-07-15,Florida,301802,10181,4520,112
2020-07-16,Florida,315767,13965,4676,156
2020-07-17,Florida,327233,11466,4804,128
2020-07-18,Florida,337561,10328,4894,90
2020-07-19,Florida,350039,12478,4981,87
2020-07-20,Florida,360386,10347,5071,90
2020-07-21,Florida,369826,9440,5205,134
2020-07-22,Florida,379611,9785,5344,139
2020-07-23,Florida,389860,10249,5517,173
2020-07-24,Florida,402304,12444,5652,135
2020-03-02,Georgia,2,2,0,0
2020-03-03,Georgia,2,0,0,0
2020-03-04,Georgia,2,0,0,0
2020-03-05,Georgia,2,0,0,0
2020-03-06,Georgia,3,1,0,0
2020-03-07,Georgia,7,4,0,0
2020-03-08,Georgia,11,4,0,0
2020-03-09,Georgia,17,6,0,0
2020-03-10,Georgia,22,5,0,0
2020-03-11,Georgia,31,9,0,0
2020-03-12,Georgia,31,0,1,1
2020-03-13,Georgia,41,10,1,0
2020-03-14,Georgia,65,24,1,0
2020-03-15,Georgia,97,32,1,0
2020-03-16,Georgia,118,21,1,0
2020-03-17,Georgia,142,24,1,0
2020-03-18,Georgia,193,51,3,2
2020-03-19,Georgia,282,89,10,7
2020-03-20,Georgia,482,200,14,4
2020-03-21,Georgia,552,70,20,6
2020-03-22,Georgia,620,68,25,5
2020-03-23,Georgia,800,180,25,0
2020-03-24,Georgia,1095,295,38,13
2020-03-25,Georgia,1385,290,47,9
2020-03-26,Georgia,1641,256,56,9
2020-03-27,Georgia,2198,557,64,8
2020-03-28,Georgia,2447,249,79,15
2020-03-29,Georgia,2683,236,83,4
2020-03-30,Georgia,3032,349,103,20
2020-03-31,Georgia,4116,1084,126,23
2020-04-01,Georgia,4747,631,154,28
2020-04-02,Georgia,5444,697,176,22
2020-04-03,Georgia,5967,523,198,22
2020-04-04,Georgia,6383,416,208,10
2020-04-05,Georgia,6742,359,219,11
2020-04-06,Georgia,7558,816,294,75
2020-04-07,Georgia,9156,1598,348,54
2020-04-08,Georgia,10204,1048,370,22
2020-04-09,Georgia,10885,681,412,42
2020-04-10,Georgia,11859,974,425,13
2020-04-11,Georgia,12261,402,432,7
2020-04-12,Georgia,12103,-158,438,6
2020-04-13,Georgia,13125,1022,479,41
2020-04-14,Georgia,13913,788,517,38
2020-04-15,Georgia,14583,670,569,52
2020-04-16,Georgia,15644,1061,611,42
2020-04-17,Georgia,16658,1014,661,50
2020-04-18,Georgia,17014,356,670,9
2020-04-19,Georgia,17619,605,682,12
2020-04-20,Georgia,18447,828,767,85
2020-04-21,Georgia,19189,742,810,43
2020-04-22,Georgia,20099,910,837,27
2020-04-23,Georgia,20905,806,871,34
2020-04-24,Georgia,21575,670,889,18
2020-04-25,Georgia,22225,650,897,8
2020-04-26,Georgia,22459,234,907,10
2020-04-27,Georgia,23229,770,981,74
2020-04-28,Georgia,23607,378,1022,41
2020-04-29,Georgia,24300,693,1086,64
2020-04-30,Georgia,25431,1131,1121,35
2020-05-01,Georgia,26436,1005,1153,32
2020-05-02,Georgia,27268,832,1161,8
2020-05-03,Georgia,27618,350,1168,7
2020-05-04,Georgia,28350,732,1228,60
2020-05-05,Georgia,28876,526,1277,49
2020-05-06,Georgia,29724,848,1309,32
2020-05-07,Georgia,30524,800,1332,23
2020-05-08,Georgia,31089,565,1378,46
2020-05-09,Georgia,31481,392,1380,2
2020-05-10,Georgia,32267,786,1383,3
2020-05-11,Georgia,32448,181,1420,37
2020-05-12,Georgia,33311,863,1470,50
2020-05-13,Georgia,33866,555,1494,24
2020-05-14,Georgia,34422,556,1521,27
2020-05-15,Georgia,35242,820,1563,42
2020-05-16,Georgia,35655,413,1573,10
2020-05-17,Georgia,35954,299,1584,11
2020-05-18,Georgia,36634,680,1624,40
2020-05-19,Georgia,37214,580,1650,26
2020-05-20,Georgia,38162,948,1672,22
2020-05-21,Georgia,38969,807,1749,77
2020-05-22,Georgia,39734,765,1779,30
2020-05-23,Georgia,40408,674,1794,15
2020-05-24,Georgia,40989,581,1799,5
2020-05-25,Georgia,41414,425,1820,21
2020-05-26,Georgia,42066,652,1867,47
2020-05-27,Georgia,42713,647,1904,37
2020-05-28,Georgia,43363,650,1942,38
2020-05-29,Georgia,43888,525,1953,11
2020-05-30,Georgia,44336,448,1973,20
2020-05-31,Georgia,45051,715,2019,46
2020-06-01,Georgia,45757,706,2057,38
2020-06-02,Georgia,46063,306,2070,13
2020-06-03,Georgia,46711,648,2092,22
2020-06-04,Georgia,47528,817,2116,24
2020-06-05,Georgia,48280,752,2143,27
2020-06-06,Georgia,48943,663,2147,4
2020-06-07,Georgia,49371,428,2148,1
2020-06-08,Georgia,49995,624,2176,28
2020-06-09,Georgia,50769,774,2250,74
2020-06-10,Georgia,51465,696,2292,42
2020-06-11,Georgia,52332,867,2337,45
2020-06-12,Georgia,53201,869,2384,47
2020-06-13,Georgia,54178,977,2411,27
2020-06-14,Georgia,54874,696,2416,5
2020-06-15,Georgia,55505,631,2457,41
2020-06-16,Georgia,56302,797,2492,35
2020-06-17,Georgia,57217,915,2536,44
2020-06-18,Georgia,58040,823,2565,29
2020-06-19,Georgia,59117,1077,2596,31
2020-06-20,Georgia,60669,1552,2602,6
2020-06-21,Georgia,61493,824,2603,1
2020-06-22,Georgia,62705,1212,2607,4
2020-06-23,Georgia,64577,1872,2646,39
2020-06-24,Georgia,66290,1713,2658,12
2020-06-25,Georgia,67796,1506,2704,46
2020-06-26,Georgia,69542,1746,2727,23
2020-06-27,Georgia,71066,1524,2733,6
2020-06-28,Georgia,72800,1734,2735,2
2020-06-29,Georgia,74816,2016,2739,4
2020-06-30,Georgia,77280,2464,2758,19
2020-07-01,Georgia,79589,2309,2779,21
2020-07-02,Georgia,82475,2886,2801,22
2020-07-03,Georgia,85079,2604,2808,7
2020-07-04,Georgia,87592,2513,2809,1
2020-07-05,Georgia,89489,1897,2812,3
2020-07-06,Georgia,91015,1526,2829,17
2020-07-07,Georgia,93707,2692,2850,21
2020-07-08,Georgia,96538,2831,2871,21
2020-07-09,Georgia,98693,2155,2880,9
2020-07-10,Georgia,103597,4904,2915,35
2020-07-11,Georgia,106574,2977,2946,31
2020-07-12,Georgia,108389,1815,2951,5
2020-07-13,Georgia,111937,3548,2972,21
2020-07-14,Georgia,114579,2642,2996,24
2020-07-15,Georgia,118147,3568,3030,34
2020-07-16,Georgia,120848,2701,3043,13
2020-07-17,Georgia,124267,3419,3071,28
2020-07-18,Georgia,128341,4074,3105,34
2020-07-19,Georgia,130794,2453,3110,5
2020-07-20,Georgia,132788,1994,3113,3
2020-07-21,Georgia,135865,3077,3186,73
2020-07-22,Georgia,139120,3255,3264,78
2020-07-23,Georgia,143857,4737,3288,24
2020-07-24,Georgia,147732,3875,3368,80
2020-03-15,Guam,3,3,0,0
2020-03-16,Guam,3,0,0,0
2020-03-17,Guam,3,0,0,0
2020-03-18,Guam,8,5,0,0
2020-03-19,Guam,12,4,0,0
2020-03-20,Guam,14,2,0,0
2020-03-21,Guam,15,1,0,0
2020-03-22,Guam,27,12,1,1
2020-03-23,Guam,29,2,1,0
2020-03-24,Guam,32,3,1,0
2020-03-25,Guam,32,0,1,0
2020-03-26,Guam,49,17,1,0
2020-03-27,Guam,53,4,1,0
2020-03-28,Guam,57,4,1,0
2020-03-29,Guam,58,1,1,0
2020-03-30,Guam,60,2,1,0
2020-03-31,Guam,139,79,2,1
2020-04-01,Guam,147,8,3,1
2020-04-02,Guam,152,5,3,0
2020-04-03,Guam,154,2,4,1
2020-04-04,Guam,223,69,4,0
2020-04-05,Guam,265,42,4,0
2020-04-06,Guam,266,1,4,0
2020-04-07,Guam,274,8,4,0
2020-04-08,Guam,409,135,4,0
2020-04-09,Guam,542,133,4,0
2020-04-10,Guam,577,35,4,0
2020-04-11,Guam,681,104,5,1
2020-04-12,Guam,716,35,5,0
2020-04-13,Guam,719,3,6,1
2020-04-14,Guam,721,2,6,0
2020-04-15,Guam,750,29,6,0
2020-04-16,Guam,790,40,6,0
2020-04-17,Guam,796,6,6,0
2020-04-18,Guam,805,9,6,0
2020-04-19,Guam,808,3,6,0
2020-04-20,Guam,811,3,6,0
2020-04-21,Guam,852,41,6,0
2020-04-22,Guam,911,59,6,0
2020-04-23,Guam,979,68,6,0
2020-04-24,Guam,997,18,6,0
2020-04-25,Guam,997,0,6,0
2020-04-26,Guam,997,0,6,0
2020-04-27,Guam,1113,116,6,0
2020-04-28,Guam,1114,1,6,0
2020-04-29,Guam,1114,0,6,0
2020-04-30,Guam,1115,1,6,0
2020-05-01,Guam,1115,0,6,0
2020-05-02,Guam,1117,2,6,0
2020-05-03,Guam,1118,1,6,0
2020-05-04,Guam,1118,0,6,0
2020-05-05,Guam,1118,0,6,0
2020-05-06,Guam,1118,0,6,0
2020-05-07,Guam,1118,0,6,0
2020-05-08,Guam,1120,2,6,0
2020-05-09,Guam,1120,0,6,0
2020-05-10,Guam,1120,0,6,0
2020-05-11,Guam,1120,0,6,0
2020-05-12,Guam,1121,1,6,0
2020-05-13,Guam,1121,0,6,0
2020-05-14,Guam,1121,0,6,0
2020-05-15,Guam,1123,2,6,0
2020-05-16,Guam,1123,0,6,0
2020-05-17,Guam,1123,0,6,0
2020-05-18,Guam,1123,0,6,0
2020-05-19,Guam,1123,0,6,0
2020-05-20,Guam,1134,11,6,0
2020-05-21,Guam,1134,0,6,0
2020-05-22,Guam,1134,0,6,0
2020-05-23,Guam,1134,0,6,0
2020-05-24,Guam,1135,1,6,0
2020-05-25,Guam,1135,0,6,0
2020-05-26,Guam,1139,4,6,0
2020-05-27,Guam,1140,1,6,0
2020-05-28,Guam,1141,1,6,0
2020-05-29,Guam,1141,0,6,0
2020-05-30,Guam,1141,0,6,0
2020-05-31,Guam,1144,3,6,0
2020-06-01,Guam,1144,0,6,0
2020-06-02,Guam,1146,2,6,0
2020-06-03,Guam,1146,0,6,0
2020-06-04,Guam,1148,2,6,0
2020-06-05,Guam,1148,0,6,0
2020-06-06,Guam,1148,0,6,0
2020-06-07,Guam,1148,0,6,0
2020-06-08,Guam,1149,1,6,0
2020-06-09,Guam,1149,0,6,0
2020-06-10,Guam,1149,0,6,0
2020-06-11,Guam,1152,3,6,0
2020-06-12,Guam,1153,1,6,0
2020-06-13,Guam,1154,1,6,0
2020-06-14,Guam,1154,0,6,0
2020-06-15,Guam,1155,1,6,0
2020-06-16,Guam,1155,0,6,0
2020-06-17,Guam,1157,2,6,0
2020-06-18,Guam,1162,5,6,0
2020-06-19,Guam,1169,7,6,0
2020-06-20,Guam,1191,22,6,0
2020-06-21,Guam,1191,0,6,0
2020-06-22,Guam,1191,0,6,0
2020-06-23,Guam,1194,3,6,0
2020-06-24,Guam,1200,6,6,0
2020-06-25,Guam,1214,14,6,0
2020-06-26,Guam,1217,3,6,0
2020-06-27,Guam,1217,0,6,0
2020-06-28,Guam,1217,0,6,0
2020-06-29,Guam,1224,7,6,0
2020-06-30,Guam,1228,4,6,0
2020-07-01,Guam,1240,12,6,0
2020-07-02,Guam,1249,9,6,0
2020-07-03,Guam,1255,6,6,0
2020-07-04,Guam,1257,2,6,0
2020-07-05,Guam,1257,0,6,0
2020-07-06,Guam,1270,13,6,0
2020-07-07,Guam,1272,2,6,0
2020-07-08,Guam,1276,4,6,0
2020-07-09,Guam,1278,2,6,0
2020-07-10,Guam,1279,1,6,0
2020-07-11,Guam,1281,2,6,0
2020-07-12,Guam,1281,0,6,0
2020-07-13,Guam,1281,0,6,0
2020-07-14,Guam,1281,0,6,0
2020-07-15,Guam,1282,1,6,0
2020-07-16,Guam,1283,1,6,0
2020-07-17,Guam,1283,0,6,0
2020-07-18,Guam,1284,1,6,0
2020-07-19,Guam,1284,0,6,0
2020-07-20,Guam,1288,4,6,0
2020-07-21,Guam,1296,8,6,0
2020-07-22,Guam,1299,3,6,0
2020-07-23,Guam,1301,2,6,0
2020-07-24,Guam,1306,5,6,0
2020-03-06,Hawaii,1,1,0,0
2020-03-07,Hawaii,1,0,0,0
2020-03-08,Hawaii,2,1,0,0
2020-03-09,Hawaii,2,0,0,0
2020-03-10,Hawaii,2,0,0,0
2020-03-11,Hawaii,2,0,0,0
2020-03-12,Hawaii,2,0,0,0
2020-03-13,Hawaii,2,0,0,0
2020-03-14,Hawaii,4,2,0,0
2020-03-15,Hawaii,7,3,0,0
2020-03-16,Hawaii,10,3,0,0
2020-03-17,Hawaii,14,4,0,0
2020-03-18,Hawaii,16,2,0,0
2020-03-19,Hawaii,26,10,0,0
2020-03-20,Hawaii,37,11,0,0
2020-03-21,Hawaii,48,11,0,0
2020-03-22,Hawaii,56,8,0,0
2020-03-23,Hawaii,77,21,0,0
2020-03-24,Hawaii,90,13,0,0
2020-03-25,Hawaii,95,5,0,0
2020-03-26,Hawaii,106,11,0,0
2020-03-27,Hawaii,120,14,0,0
2020-03-28,Hawaii,151,31,0,0
2020-03-29,Hawaii,175,24,0,0
2020-03-30,Hawaii,204,29,0,0
2020-03-31,Hawaii,224,20,1,1
2020-04-01,Hawaii,258,34,1,0
2020-04-02,Hawaii,283,25,2,1
2020-04-03,Hawaii,317,34,3,1
2020-04-04,Hawaii,349,32,3,0
2020-04-05,Hawaii,369,20,4,1
2020-04-06,Hawaii,385,16,5,1
2020-04-07,Hawaii,408,23,5,0
2020-04-08,Hawaii,433,25,5,0
2020-04-09,Hawaii,440,7,6,1
2020-04-10,Hawaii,463,23,8,2
2020-04-11,Hawaii,484,21,8,0
2020-04-12,Hawaii,497,13,9,1
2020-04-13,Hawaii,502,5,9,0
2020-04-14,Hawaii,511,9,9,0
2020-04-15,Hawaii,524,13,9,0
2020-04-16,Hawaii,535,11,9,0
2020-04-17,Hawaii,547,12,9,0
2020-04-18,Hawaii,568,21,9,0
2020-04-19,Hawaii,574,6,10,1
2020-04-20,Hawaii,578,4,10,0
2020-04-21,Hawaii,580,2,12,2
2020-04-22,Hawaii,586,6,12,0
2020-04-23,Hawaii,590,4,12,0
2020-04-24,Hawaii,595,5,13,1
2020-04-25,Hawaii,597,2,14,1
2020-04-26,Hawaii,599,2,14,0
2020-04-27,Hawaii,600,1,16,2
2020-04-28,Hawaii,602,2,16,0
2020-04-29,Hawaii,605,3,16,0
2020-04-30,Hawaii,609,4,16,0
2020-05-01,Hawaii,610,1,16,0
2020-05-02,Hawaii,611,1,16,0
2020-05-03,Hawaii,611,0,17,1
2020-05-04,Hawaii,612,1,17,0
2020-05-05,Hawaii,615,3,17,0
2020-05-06,Hawaii,616,1,17,0
2020-05-07,Hawaii,619,3,17,0
2020-05-08,Hawaii,619,0,17,0
2020-05-09,Hawaii,620,1,17,0
2020-05-10,Hawaii,621,1,17,0
2020-05-11,Hawaii,623,2,17,0
2020-05-12,Hawaii,624,1,17,0
2020-05-13,Hawaii,627,3,17,0
2020-05-14,Hawaii,627,0,17,0
2020-05-15,Hawaii,628,1,17,0
2020-05-16,Hawaii,629,1,17,0
2020-05-17,Hawaii,630,1,17,0
2020-05-18,Hawaii,630,0,17,0
2020-05-19,Hawaii,631,1,17,0
2020-05-20,Hawaii,633,2,17,0
2020-05-21,Hawaii,637,4,17,0
2020-05-22,Hawaii,632,-5,17,0
2020-05-23,Hawaii,633,1,17,0
2020-05-24,Hawaii,633,0,17,0
2020-05-25,Hawaii,633,0,17,0
2020-05-26,Hawaii,633,0,17,0
2020-05-27,Hawaii,634,1,17,0
2020-05-28,Hawaii,637,3,17,0
2020-05-29,Hawaii,639,2,17,0
2020-05-30,Hawaii,641,2,17,0
2020-05-31,Hawaii,642,1,17,0
2020-06-01,Hawaii,642,0,17,0
2020-06-02,Hawaii,643,1,17,0
2020-06-03,Hawaii,643,0,17,0
2020-06-04,Hawaii,644,1,17,0
2020-06-05,Hawaii,653,9,17,0
2020-06-06,Hawaii,661,8,17,0
2020-06-07,Hawaii,663,2,17,0
2020-06-08,Hawaii,664,1,17,0
2020-06-09,Hawaii,670,6,17,0
2020-06-10,Hawaii,673,3,17,0
2020-06-11,Hawaii,680,7,17,0
2020-06-12,Hawaii,694,14,17,0
2020-06-13,Hawaii,711,17,17,0
2020-06-14,Hawaii,716,5,17,0
2020-06-15,Hawaii,724,8,17,0
2020-06-16,Hawaii,728,4,17,0
2020-06-17,Hawaii,732,4,17,0
2020-06-18,Hawaii,750,18,17,0
2020-06-19,Hawaii,777,27,17,0
2020-06-20,Hawaii,791,14,17,0
2020-06-21,Hawaii,802,11,17,0
2020-06-22,Hawaii,804,2,17,0
2020-06-23,Hawaii,807,3,17,0
2020-06-24,Hawaii,821,14,17,0
2020-06-25,Hawaii,836,15,17,0
2020-06-26,Hawaii,850,14,17,0
2020-06-27,Hawaii,856,6,18,1
2020-06-28,Hawaii,883,27,18,0
2020-06-29,Hawaii,884,1,18,0
2020-06-30,Hawaii,901,17,18,0
2020-07-01,Hawaii,909,8,18,0
2020-07-02,Hawaii,929,20,18,0
2020-07-03,Hawaii,957,28,19,1
2020-07-04,Hawaii,981,24,19,0
2020-07-05,Hawaii,1005,24,19,0
2020-07-06,Hawaii,1012,7,19,0
2020-07-07,Hawaii,1053,41,19,0
2020-07-08,Hawaii,1076,23,19,0
2020-07-09,Hawaii,1112,36,19,0
2020-07-10,Hawaii,1139,27,19,0
2020-07-11,Hawaii,1181,42,19,0
2020-07-12,Hawaii,1201,20,19,0
2020-07-13,Hawaii,1222,21,21,2
2020-07-14,Hawaii,1243,21,21,0
2020-07-15,Hawaii,1271,28,21,0
2020-07-16,Hawaii,1290,19,21,0
2020-07-17,Hawaii,1312,22,22,1
2020-07-18,Hawaii,1332,20,23,1
2020-07-19,Hawaii,1359,27,23,0
2020-07-20,Hawaii,1371,12,23,0
2020-07-21,Hawaii,1396,25,23,0
2020-07-22,Hawaii,1413,17,24,1
2020-07-23,Hawaii,1468,55,25,1
2020-07-24,Hawaii,1526,58,25,0
2020-03-13,Idaho,1,1,0,0
2020-03-14,Idaho,5,4,0,0
2020-03-15,Idaho,5,0,0,0
2020-03-16,Idaho,5,0,0,0
2020-03-17,Idaho,9,4,0,0
2020-03-18,Idaho,11,2,0,0
2020-03-19,Idaho,23,12,0,0
2020-03-20,Idaho,31,8,0,0
2020-03-21,Idaho,42,11,0,0
2020-03-22,Idaho,47,5,0,0
2020-03-23,Idaho,50,3,0,0
2020-03-24,Idaho,73,23,0,0
2020-03-25,Idaho,123,50,0,0
2020-03-26,Idaho,189,66,3,3
2020-03-27,Idaho,232,43,4,1
2020-03-28,Idaho,262,30,5,1
2020-03-29,Idaho,310,48,6,1
2020-03-30,Idaho,415,105,7,1
2020-03-31,Idaho,526,111,9,2
2020-04-01,Idaho,669,143,9,0
2020-04-02,Idaho,891,222,9,0
2020-04-03,Idaho,1012,121,10,1
2020-04-04,Idaho,1076,64,10,0
2020-04-05,Idaho,1100,24,10,0
2020-04-06,Idaho,1170,70,13,3
2020-04-07,Idaho,1210,40,15,2
2020-04-08,Idaho,1232,22,19,4
2020-04-09,Idaho,1366,134,24,5
2020-04-10,Idaho,1425,59,25,1
2020-04-11,Idaho,1438,13,27,2
2020-04-12,Idaho,1457,19,27,0
2020-04-13,Idaho,1499,42,33,6
2020-04-14,Idaho,1538,39,39,6
2020-04-15,Idaho,1587,49,41,2
2020-04-16,Idaho,1609,22,41,0
2020-04-17,Idaho,1655,46,43,2
2020-04-18,Idaho,1668,13,44,1
2020-04-19,Idaho,1672,4,45,1
2020-04-20,Idaho,1736,64,48,3
2020-04-21,Idaho,1766,30,51,3
2020-04-22,Idaho,1802,36,54,3
2020-04-23,Idaho,1836,34,54,0
2020-04-24,Idaho,1870,34,54,0
2020-04-25,Idaho,1887,17,56,2
2020-04-26,Idaho,1897,10,56,0
2020-04-27,Idaho,1917,20,58,2
2020-04-28,Idaho,1952,35,60,2
2020-04-29,Idaho,1984,32,60,0
2020-04-30,Idaho,2016,32,63,3
2020-05-01,Idaho,2035,19,63,0
2020-05-02,Idaho,2061,26,64,1
2020-05-03,Idaho,2059,-2,64,0
2020-05-04,Idaho,2106,47,64,0
2020-05-05,Idaho,2127,21,66,2
2020-05-06,Idaho,2158,31,67,1
2020-05-07,Idaho,2178,20,67,0
2020-05-08,Idaho,2205,27,67,0
2020-05-09,Idaho,2230,25,67,0
2020-05-10,Idaho,2232,2,67,0
2020-05-11,Idaho,2261,29,69,2
2020-05-12,Idaho,2294,33,69,0
2020-05-13,Idaho,2325,31,69,0
2020-05-14,Idaho,2352,27,72,3
2020-05-15,Idaho,2389,37,73,1
2020-05-16,Idaho,2419,30,73,0
2020-05-17,Idaho,2421,2,73,0
2020-05-18,Idaho,2455,34,74,1
2020-05-19,Idaho,2476,21,77,3
2020-05-20,Idaho,2506,30,77,0
2020-05-21,Idaho,2534,28,77,0
2020-05-22,Idaho,2595,61,79,2
2020-05-23,Idaho,2626,31,79,0
2020-05-24,Idaho,2650,24,79,0
2020-05-25,Idaho,2664,14,79,0
2020-05-26,Idaho,2699,35,81,2
2020-05-27,Idaho,2731,32,82,1
2020-05-28,Idaho,2770,39,82,0
2020-05-29,Idaho,2804,34,82,0
2020-05-30,Idaho,2840,36,82,0
2020-05-31,Idaho,2855,15,82,0
2020-06-01,Idaho,2908,53,83,1
2020-06-02,Idaho,2935,27,83,0
2020-06-03,Idaho,2990,55,83,0
2020-06-04,Idaho,3054,64,83,0
2020-06-05,Idaho,3111,57,83,0
2020-06-06,Idaho,3139,28,83,0
2020-06-07,Idaho,3153,14,83,0
2020-06-08,Idaho,3197,44,83,0
2020-06-09,Idaho,3226,29,85,2
2020-06-10,Idaho,3262,36,85,0
2020-06-11,Idaho,3303,41,86,1
2020-06-12,Idaho,3354,51,87,1
2020-06-13,Idaho,3399,45,87,0
2020-06-14,Idaho,3413,14,88,1
2020-06-15,Idaho,3472,59,89,1
2020-06-16,Idaho,3543,71,89,0
2020-06-17,Idaho,3634,91,89,0
2020-06-18,Idaho,3744,110,90,1
2020-06-19,Idaho,3871,127,90,0
2020-06-20,Idaho,4006,135,90,0
2020-06-21,Idaho,4025,19,90,0
2020-06-22,Idaho,4267,242,90,0
2020-06-23,Idaho,4412,145,90,0
2020-06-24,Idaho,4650,238,91,1
2020-06-25,Idaho,4869,219,91,0
2020-06-26,Idaho,5149,280,91,0
2020-06-27,Idaho,5319,170,92,1
2020-06-28,Idaho,5543,224,91,-1
2020-06-29,Idaho,5770,227,91,0
2020-06-30,Idaho,6124,354,92,1
2020-07-01,Idaho,6379,255,92,0
2020-07-02,Idaho,6688,309,93,1
2020-07-03,Idaho,7034,346,94,1
2020-07-04,Idaho,7431,397,94,0
2020-07-05,Idaho,7799,368,94,0
2020-07-06,Idaho,8222,423,94,0
2020-07-07,Idaho,8582,360,94,0
2020-07-08,Idaho,9004,422,98,4
2020-07-09,Idaho,9598,594,101,3
2020-07-10,Idaho,10073,475,101,0
2020-07-11,Idaho,10584,511,102,1
2020-07-12,Idaho,10971,387,102,0
2020-07-13,Idaho,11531,560,102,0
2020-07-14,Idaho,11962,431,103,1
2020-07-15,Idaho,12599,637,111,8
2020-07-16,Idaho,13261,662,114,3
2020-07-17,Idaho,13879,618,119,5
2020-07-18,Idaho,14433,554,120,1
2020-07-19,Idaho,14960,527,120,0
2020-07-20,Idaho,15380,420,123,3
2020-07-21,Idaho,15899,519,127,4
