date,state,cases,deaths
2020-02-11,Washington,0,0
2020-02-11,Massachusetts,0,0
2020-02-12,Arizona,0,0
2020-02-12,Illinois,0,0
2020-02-12,Wisconsin,0,0
2020-02-12,California,0,0
2020-02-12,Washington,0,0
2020-02-12,Massachusetts,0,0
2020-02-13,Texas,1,0
2020-02-13,Arizona,0,0
2020-02-13,Illinois,0,0
2020-02-13,Wisconsin,0,0
2020-02-13,California,0,0
2020-02-13,Washington,0,0
2020-02-13,Massachusetts,0,0
2020-02-14,Texas,0,0
2020-02-14,Arizona,0,0
2020-02-14,Illinois,0,0
2020-02-14,Wisconsin,0,0
2020-02-14,California,0,0
2020-02-14,Washington,0,0
2020-02-14,Massachusetts,0,0
2020-02-15,Texas,0,0
2020-02-15,Arizona,0,0
2020-02-15,Illinois,0,0
2020-02-15,Wisconsin,0,0
2020-02-15,California,0,0
2020-02-15,Washington,0,0
2020-02-15,Massachusetts,0,0
2020-02-16,Texas,0,0
2020-02-16,Arizona,0,0
2020-02-16,Illinois,0,0
2020-02-16,Wisconsin,0,0
2020-02-16,California,0,0
2020-02-16,Washington,0,0
2020-02-16,Massachusetts,0,0
2020-02-17,Texas,0,0
2020-02-17,Arizona,0,0
2020-02-17,Illinois,0,0
2020-02-17,Wisconsin,0,0
2020-02-17,California,0,0
2020-02-17,Washington,0,0
2020-02-17,Massachusetts,0,0
2020-02-18,Texas,0,0
2020-02-18,Arizona,0,0
2020-02-18,Illinois,0,0
2020-02-18,Nebraska,0,0
2020-02-18,Wisconsin,0,0
2020-02-18,California,0,0
2020-02-18,Washington,0,0
2020-02-18,Massachusetts,0,0
2020-02-19,Texas,0,0
2020-02-19,Arizona,0,0
2020-02-19,Illinois,0,0
2020-02-19,Nebraska,0,0
2020-02-19,Wisconsin,0,0
2020-02-19,California,0,0
2020-02-19,Washington,0,0
2020-02-19,Massachusetts,0,0
2020-02-20,Texas,0,0
2020-02-20,Arizona,0,0
2020-02-20,Illinois,0,0
2020-02-20,Nebraska,1,0
2020-02-20,Wisconsin,0,0
2020-02-20,California,1,0
2020-02-20,Washington,0,0
2020-02-20,Massachusetts,0,0
2020-02-21,Texas,2,0
2020-02-21,Arizona,0,0
2020-02-21,Illinois,0,0
2020-02-21,Nebraska,0,0
2020-02-21,Wisconsin,0,0
2020-02-21,California,1,0
2020-02-21,Washington,0,0
2020-02-21,Massachusetts,0,0
2020-02-22,Texas,0,0
2020-02-22,Arizona,0,0
2020-02-22,Illinois,0,0
2020-02-22,Nebraska,0,0
2020-02-22,Wisconsin,0,0
2020-02-22,California,0,0
2020-02-22,Washington,0,0
2020-02-22,Massachusetts,0,0
2020-02-23,Texas,0,0
2020-02-23,Arizona,0,0
2020-02-23,Illinois,0,0
2020-02-23,Nebraska,0,0
2020-02-23,Wisconsin,0,0
2020-02-23,California,0,0
2020-02-23,Washington,0,0
2020-02-23,Massachusetts,0,0
2020-02-24,Texas,6,0
2020-02-24,Arizona,0,0
2020-02-24,Illinois,0,0
2020-02-24,Nebraska,1,0
2020-02-24,Wisconsin,0,0
2020-02-24,California,2,0
2020-02-24,Washington,4,0
2020-02-24,Massachusetts,0,0
2020-02-25,Texas,0,0
2020-02-25,Arizona,0,0
2020-02-25,Illinois,0,0
2020-02-25,Nebraska,1,0
2020-02-25,Wisconsin,0,0
2020-02-25,California,0,0
2020-02-25,Washington,0,0
2020-02-25,Massachusetts,0,0
2020-02-26,Utah,0,0
2020-02-26,Texas,0,0
2020-02-26,Arizona,0,0
2020-02-26,Illinois,0,0
2020-02-26,Nebraska,0,0
2020-02-26,Wisconsin,0,0
2020-02-26,California,15,0
2020-02-26,Washington,0,0
2020-02-26,Massachusetts,0,0
2020-02-27,Utah,0,0
2020-02-27,Texas,0,0
2020-02-27,Arizona,0,0
2020-02-27,Illinois,0,0
2020-02-27,Nebraska,0,0
2020-02-27,Wisconsin,0,0
2020-02-27,California,0,0
2020-02-27,Washington,0,0
2020-02-27,Massachusetts,0,0
2020-02-28,Utah,0,0
2020-02-28,Texas,1,0
2020-02-28,Arizona,0,0
2020-02-28,Illinois,0,0
2020-02-28,Nebraska,0,0
2020-02-28,Wisconsin,0,0
2020-02-28,California,1,0
2020-02-28,Washington,2,0
2020-02-28,Massachusetts,0,0
2020-02-29,Utah,0,0
2020-02-29,Texas,0,0
2020-02-29,Oregon,0,0
2020-02-29,Arizona,0,0
2020-02-29,Illinois,1,0
2020-02-29,Nebraska,0,0
2020-02-29,Wisconsin,0,0
2020-02-29,California,1,0
2020-02-29,Washington,3,1
2020-02-29,Massachusetts,0,0
2020-03-01,Utah,0,0
2020-03-01,Texas,0,0
2020-03-01,Oregon,1,0
2020-03-01,Arizona,0,0
2020-03-01,Illinois,0,0
2020-03-01,Nebraska,0,0
2020-03-01,Wisconsin,0,0
2020-03-01,California,5,0
2020-03-01,Washington,7,2
2020-03-01,Massachusetts,0,0
2020-03-02,Utah,0,0
2020-03-02,Texas,0,0
2020-03-02,Oregon,0,0
2020-03-02,Arizona,0,0
2020-03-02,Florida,0,0
2020-03-02,Illinois,1,0
2020-03-02,Nebraska,0,0
2020-03-02,New York,0,0
2020-03-02,Wisconsin,0,0
2020-03-02,California,5,0
2020-03-02,Washington,6,3
2020-03-02,Rhode Island,0,0
2020-03-02,Massachusetts,1,0
2020-03-03,Utah,0,0
2020-03-03,Texas,0,0
2020-03-03,Oregon,0,0
2020-03-03,Arizona,1,0
2020-03-03,Florida,1,0
2020-03-03,Georgia,0,0
2020-03-03,Illinois,0,0
2020-03-03,Nebraska,0,0
2020-03-03,New York,1,0
2020-03-03,Wisconsin,0,0
2020-03-03,California,7,0
2020-03-03,Washington,9,4
2020-03-03,Rhode Island,0,0
2020-03-03,Massachusetts,0,0
2020-03-03,New Hampshire,1,0
2020-03-04,Utah,0,0
2020-03-04,Texas,1,0
2020-03-04,Oregon,0,0
2020-03-04,Arizona,0,0
2020-03-04,Florida,0,0
2020-03-04,Georgia,0,0
2020-03-04,Illinois,0,0
2020-03-04,Nebraska,0,0
2020-03-04,New York,9,0
2020-03-04,Wisconsin,0,0
2020-03-04,California,10,1
2020-03-04,Washington,15,1
2020-03-04,Rhode Island,0,0
2020-03-04,Massachusetts,0,0
2020-03-04,New Hampshire,0,0
2020-03-04,North Carolina,0,0
2020-03-05,Utah,0,0
2020-03-05,Texas,4,0
2020-03-05,Oregon,0,0
2020-03-05,Arizona,0,0
2020-03-05,Florida,1,0
2020-03-05,Georgia,0,0
2020-03-05,Illinois,1,0
2020-03-05,Nebraska,0,0
2020-03-05,New York,11,0
2020-03-05,Wisconsin,0,0
2020-03-05,California,12,0
2020-03-05,New Jersey,1,0
2020-03-05,Washington,28,0
2020-03-05,Rhode Island,0,0
2020-03-05,Massachusetts,1,0
2020-03-05,New Hampshire,0,0
2020-03-05,North Carolina,0,0
2020-03-06,Utah,2,0
2020-03-06,Texas,3,0
2020-03-06,Nevada,0,0
2020-03-06,Oregon,0,0
2020-03-06,Arizona,1,0
2020-03-06,Florida,3,2
2020-03-06,Georgia,1,0
2020-03-06,Colorado,6,0
2020-03-06,Illinois,1,0
2020-03-06,Maryland,0,0
2020-03-06,Nebraska,1,0
2020-03-06,New York,22,0
2020-03-06,Tennessee,0,0
2020-03-06,Wisconsin,0,0
2020-03-06,California,14,0
2020-03-06,New Jersey,2,0
2020-03-06,Washington,11,1
2020-03-06,Rhode Island,1,0
2020-03-06,Massachusetts,5,0
2020-03-06,New Hampshire,0,0
2020-03-06,North Carolina,1,0
2020-03-07,Utah,0,0
2020-03-07,Texas,0,0
2020-03-07,Hawaii,0,0
2020-03-07,Nevada,0,0
2020-03-07,Oregon,4,0
2020-03-07,Arizona,2,0
2020-03-07,Florida,5,0
2020-03-07,Georgia,4,0
2020-03-07,Indiana,0,0
2020-03-07,Colorado,0,0
2020-03-07,Illinois,0,0
2020-03-07,Kentucky,0,0
2020-03-07,Maryland,0,0
2020-03-07,Nebraska,0,0
2020-03-07,New York,45,0
2020-03-07,Oklahoma,0,0
2020-03-07,Minnesota,0,0
2020-03-07,Tennessee,0,0
2020-03-07,Wisconsin,0,0
2020-03-07,California,19,0
2020-03-07,New Jersey,0,0
2020-03-07,Washington,24,4
2020-03-07,Pennsylvania,2,0
2020-03-07,Rhode Island,0,0
2020-03-07,Massachusetts,5,0
2020-03-07,New Hampshire,2,0
2020-03-07,North Carolina,0,0
2020-03-07,South Carolina,0,0
2020-03-08,Utah,0,0
2020-03-08,Texas,4,0
2020-03-08,Hawaii,1,0
2020-03-08,Kansas,0,0
2020-03-08,Nevada,2,0
2020-03-08,Oregon,7,0
2020-03-08,Arizona,0,0
2020-03-08,Florida,1,0
2020-03-08,Georgia,4,0
2020-03-08,Indiana,1,0
2020-03-08,Vermont,0,0
2020-03-08,Colorado,0,0
2020-03-08,Illinois,1,0
2020-03-08,Kentucky,3,0
2020-03-08,Maryland,2,0
2020-03-08,Missouri,0,0
2020-03-08,Nebraska,2,0
2020-03-08,New York,17,0
2020-03-08,Oklahoma,0,0
2020-03-08,Virginia,1,0
2020-03-08,Minnesota,1,0
2020-03-08,Tennessee,2,0
2020-03-08,Wisconsin,0,0
2020-03-08,California,12,0
2020-03-08,New Jersey,2,0
2020-03-08,Washington,31,3
2020-03-08,Pennsylvania,2,0
2020-03-08,Rhode Island,0,0
2020-03-08,Massachusetts,15,0
2020-03-08,New Hampshire,0,0
2020-03-08,North Carolina,0,0
2020-03-08,South Carolina,4,0
2020-03-08,District of Columbia,0,0
2020-03-09,Iowa,5,0
2020-03-09,Utah,0,0
2020-03-09,Texas,1,0
2020-03-09,Hawaii,0,0
2020-03-09,Kansas,0,0
2020-03-09,Nevada,0,0
2020-03-09,Oregon,0,0
2020-03-09,Arizona,1,0
2020-03-09,Florida,1,0
2020-03-09,Georgia,6,0
2020-03-09,Indiana,2,0
2020-03-09,Vermont,0,0
2020-03-09,Colorado,4,0
2020-03-09,Illinois,4,0
2020-03-09,Kentucky,1,0
2020-03-09,Maryland,1,0
2020-03-09,Missouri,0,0
2020-03-09,Nebraska,0,0
2020-03-09,New York,36,0
2020-03-09,Oklahoma,0,0
2020-03-09,Virginia,3,0
2020-03-09,Minnesota,0,0
2020-03-09,Tennessee,1,0
2020-03-09,Wisconsin,1,0
2020-03-09,California,60,1
2020-03-09,New Jersey,5,0
2020-03-09,Washington,38,3
2020-03-09,Connecticut,1,0
2020-03-09,Pennsylvania,4,0
2020-03-09,Rhode Island,0,0
2020-03-09,Massachusetts,13,0
2020-03-09,New Hampshire,0,0
2020-03-09,North Carolina,5,0
2020-03-09,South Carolina,1,0
2020-03-09,District of Columbia,3,0
2020-03-10,Iowa,5,0
2020-03-10,Ohio,0,0
2020-03-10,Utah,1,0
2020-03-10,Texas,7,0
2020-03-10,Hawaii,0,0
2020-03-10,Kansas,0,0
2020-03-10,Nevada,0,0
2020-03-10,Oregon,1,0
2020-03-10,Arizona,0,0
2020-03-10,Florida,9,0
2020-03-10,Georgia,5,0
2020-03-10,Indiana,2,0
2020-03-10,Vermont,0,0
2020-03-10,Colorado,5,0
2020-03-10,Illinois,8,0
2020-03-10,Kentucky,2,0
2020-03-10,Maryland,3,0
2020-03-10,Missouri,0,0
2020-03-10,Nebraska,1,0
2020-03-10,New York,31,0
2020-03-10,Oklahoma,1,0
2020-03-10,Virginia,3,0
2020-03-10,Louisiana,5,0
2020-03-10,Minnesota,1,0
2020-03-10,Tennessee,3,0
2020-03-10,Wisconsin,1,0
2020-03-10,California,7,1
2020-03-10,New Jersey,4,1
2020-03-10,Washington,100,2
2020-03-10,Connecticut,0,0
2020-03-10,Pennsylvania,2,0
2020-03-10,Rhode Island,2,0
2020-03-10,Massachusetts,51,0
2020-03-10,New Hampshire,1,0
2020-03-10,North Carolina,0,0
2020-03-10,South Carolina,2,0
2020-03-10,District of Columbia,0,0
2020-03-11,Iowa,1,0
2020-03-11,Ohio,1,0
2020-03-11,Utah,1,0
2020-03-11,Texas,2,0
2020-03-11,Hawaii,0,0
2020-03-11,Kansas,0,0
2020-03-11,Nevada,3,0
2020-03-11,Oregon,6,0
2020-03-11,Arizona,3,0
2020-03-11,Florida,3,0
2020-03-11,Georgia,9,0
2020-03-11,Indiana,5,0
2020-03-11,Vermont,1,0
2020-03-11,Colorado,17,0
2020-03-11,Illinois,6,0
2020-03-11,Kentucky,0,0
2020-03-11,Maryland,4,0
2020-03-11,Michigan,0,0
2020-03-11,Missouri,0,0
2020-03-11,Nebraska,6,0
2020-03-11,New York,44,0
2020-03-11,Oklahoma,0,0
2020-03-11,Virginia,2,0
2020-03-11,Louisiana,7,0
2020-03-11,Minnesota,2,0
2020-03-11,Tennessee,1,0
2020-03-11,Wisconsin,3,0
2020-03-11,California,23,1
2020-03-11,New Jersey,8,0
2020-03-11,Washington,59,5
2020-03-11,Connecticut,1,0
2020-03-11,Pennsylvania,4,0
2020-03-11,Rhode Island,0,0
2020-03-11,South Dakota,3,0
2020-03-11,Massachusetts,3,0
2020-03-11,New Hampshire,0,0
2020-03-11,North Carolina,1,0
2020-03-11,South Carolina,1,0
2020-03-11,District of Columbia,6,0
2020-03-12,Iowa,2,0
2020-03-12,Ohio,1,0
2020-03-12,Utah,2,0
2020-03-12,Texas,8,0
2020-03-12,Hawaii,0,0
2020-03-12,Kansas,4,1
2020-03-12,Nevada,4,0
2020-03-12,Oregon,10,0
2020-03-12,Arizona,0,0
2020-03-12,Florida,20,0
2020-03-12,Georgia,0,1
2020-03-12,Indiana,1,0
2020-03-12,Vermont,0,0
2020-03-12,Wyoming,0,0
2020-03-12,Arkansas,5,0
2020-03-12,Colorado,15,1
2020-03-12,Delaware,3,0
2020-03-12,Illinois,7,0
2020-03-12,Kentucky,4,0
2020-03-12,Maryland,0,0
2020-03-12,Michigan,10,0
2020-03-12,Missouri,1,0
2020-03-12,Nebraska,1,0
2020-03-12,New York,109,0
2020-03-12,Oklahoma,0,0
2020-03-12,Virginia,7,0
2020-03-12,Louisiana,1,0
2020-03-12,Minnesota,4,0
2020-03-12,Tennessee,10,0
2020-03-12,Wisconsin,2,0
2020-03-12,California,50,0
2020-03-12,New Jersey,6,0
2020-03-12,New Mexico,2,0
2020-03-12,Washington,81,3
2020-03-12,Connecticut,3,0
2020-03-12,Mississippi,0,0
2020-03-12,North Dakota,0,0
2020-03-12,Pennsylvania,6,0
2020-03-12,Rhode Island,0,0
2020-03-12,South Dakota,0,0
2020-03-12,Massachusetts,13,0
2020-03-12,New Hampshire,1,0
2020-03-12,North Carolina,8,0
2020-03-12,South Carolina,2,0
2020-03-12,District of Columbia,0,0
2020-03-13,Iowa,1,0
2020-03-13,Ohio,8,0
2020-03-13,Utah,0,0
2020-03-13,Maine,1,0
2020-03-13,Texas,17,0
2020-03-13,Alaska,0,0
2020-03-13,Hawaii,0,0
2020-03-13,Kansas,1,0
2020-03-13,Nevada,8,0
2020-03-13,Oregon,0,0
2020-03-13,Arizona,0,0
2020-03-13,Florida,24,0
2020-03-13,Georgia,10,0
2020-03-13,Indiana,0,0
2020-03-13,Vermont,0,0
2020-03-13,Wyoming,1,0
2020-03-13,Arkansas,1,0
2020-03-13,Colorado,29,1
2020-03-13,Delaware,0,0
2020-03-13,Illinois,14,0
2020-03-13,Kentucky,0,0
2020-03-13,Maryland,5,0
2020-03-13,Michigan,13,0
2020-03-13,Missouri,2,0
2020-03-13,Nebraska,3,0
2020-03-13,New York,95,0
2020-03-13,Oklahoma,1,0
2020-03-13,Virginia,13,0
2020-03-13,Louisiana,22,0
2020-03-13,Minnesota,5,0
2020-03-13,Tennessee,8,0
2020-03-13,Wisconsin,11,0
2020-03-13,California,68,1
2020-03-13,New Jersey,21,0
2020-03-13,New Mexico,4,0
2020-03-13,Washington,92,5
2020-03-13,Connecticut,5,0
2020-03-13,Mississippi,5,0
2020-03-13,North Dakota,0,0
2020-03-13,Pennsylvania,19,0
2020-03-13,Rhode Island,15,0
2020-03-13,South Dakota,1,0
2020-03-13,Massachusetts,15,0
2020-03-13,New Hampshire,1,0
2020-03-13,North Carolina,2,0
2020-03-13,South Carolina,1,0
2020-03-13,District of Columbia,0,0
2020-03-14,Iowa,1,0
2020-03-14,Ohio,13,0
2020-03-14,Utah,14,0
2020-03-14,Idaho,4,0
2020-03-14,Maine,1,0
2020-03-14,Texas,11,0
2020-03-14,Alaska,0,0
2020-03-14,Hawaii,2,0
2020-03-14,Kansas,2,0
2020-03-14,Nevada,2,0
2020-03-14,Oregon,6,1
2020-03-14,Alabama,6,0
2020-03-14,Arizona,3,0
2020-03-14,Florida,0,1
2020-03-14,Georgia,24,0
2020-03-14,Indiana,3,0
2020-03-14,Montana,2,0
2020-03-14,Vermont,3,0
2020-03-14,Wyoming,1,0
2020-03-14,Arkansas,2,0
2020-03-14,Colorado,25,0
2020-03-14,Delaware,0,0
2020-03-14,Illinois,20,0
2020-03-14,Kentucky,7,0
2020-03-14,Maryland,9,0
2020-03-14,Michigan,8,0
2020-03-14,Missouri,1,0
2020-03-14,Nebraska,2,0
2020-03-14,New York,189,2
2020-03-14,Oklahoma,1,0
2020-03-14,Virginia,12,1
2020-03-14,Louisiana,41,1
2020-03-14,Minnesota,7,0
2020-03-14,Tennessee,6,0
2020-03-14,Wisconsin,8,0
2020-03-14,California,61,0
2020-03-14,New Jersey,25,1
2020-03-14,New Mexico,3,0
2020-03-14,Washington,98,3
2020-03-14,Connecticut,9,0
2020-03-14,Mississippi,0,0
2020-03-14,Puerto Rico,1,0
2020-03-14,North Dakota,0,0
2020-03-14,Pennsylvania,6,0
2020-03-14,Rhode Island,0,0
2020-03-14,South Dakota,0,0
2020-03-14,Massachusetts,15,0
2020-03-14,New Hampshire,0,0
2020-03-14,North Carolina,7,0
2020-03-14,South Carolina,6,0
2020-03-14,District of Columbia,6,0
2020-03-15,Iowa,4,0
2020-03-15,Ohio,11,0
2020-03-15,Utah,8,0
2020-03-15,Idaho,0,0
2020-03-15,Maine,9,0
2020-03-15,Texas,11,0
2020-03-15,Alaska,0,0
2020-03-15,Hawaii,3,0
2020-03-15,Kansas,1,0
2020-03-15,Nevada,5,0
2020-03-15,Oregon,3,0
2020-03-15,Alabama,11,0
2020-03-15,Arizona,1,0
2020-03-15,Florida,39,0
2020-03-15,Georgia,32,0
2020-03-15,Indiana,4,0
2020-03-15,Montana,0,0
2020-03-15,Vermont,3,0
2020-03-15,Wyoming,0,0
2020-03-15,Arkansas,7,0
2020-03-15,Colorado,33,0
2020-03-15,Delaware,3,0
2020-03-15,Illinois,28,0
2020-03-15,Kentucky,3,0
2020-03-15,Maryland,5,0
2020-03-15,Michigan,20,0
2020-03-15,Missouri,0,0
2020-03-15,Nebraska,2,0
2020-03-15,New York,122,4
2020-03-15,Oklahoma,4,0
2020-03-15,Virginia,3,0
2020-03-15,Louisiana,26,1
2020-03-15,Minnesota,14,0
2020-03-15,Tennessee,7,0
2020-03-15,Wisconsin,6,0
2020-03-15,California,97,1
2020-03-15,New Jersey,23,0
2020-03-15,New Mexico,4,0
2020-03-15,Washington,66,2
2020-03-15,Connecticut,6,0
2020-03-15,Mississippi,4,0
2020-03-15,Puerto Rico,1,0
2020-03-15,North Dakota,0,0
2020-03-15,Pennsylvania,21,0
2020-03-15,Rhode Island,0,0
2020-03-15,South Dakota,0,0
2020-03-15,Massachusetts,26,0
2020-03-15,New Hampshire,6,0
2020-03-15,North Carolina,7,0
2020-03-15,South Carolina,9,0
2020-03-15,Virgin Islands,0,0
2020-03-15,District of Columbia,1,0
2020-03-16,Guam,0,0
2020-03-16,Iowa,0,0
2020-03-16,Ohio,13,0
2020-03-16,Utah,11,0
2020-03-16,Idaho,0,0
2020-03-16,Maine,5,0
2020-03-16,Texas,7,1
2020-03-16,Alaska,2,0
2020-03-16,Hawaii,3,0
2020-03-16,Kansas,2,0
2020-03-16,Nevada,19,1
2020-03-16,Oregon,7,0
2020-03-16,Alabama,6,0
2020-03-16,Arizona,5,0
2020-03-16,Florida,32,1
2020-03-16,Georgia,21,0
2020-03-16,Indiana,5,1
2020-03-16,Montana,2,0
2020-03-16,Vermont,4,0
2020-03-16,Wyoming,7,0
2020-03-16,Arkansas,6,0
2020-03-16,Colorado,25,0
2020-03-16,Delaware,1,0
2020-03-16,Illinois,10,0
2020-03-16,Kentucky,1,1
2020-03-16,Maryland,7,0
2020-03-16,Michigan,1,0
2020-03-16,Missouri,4,0
2020-03-16,Nebraska,2,0
2020-03-16,New York,218,4
2020-03-16,Oklahoma,2,0
2020-03-16,Virginia,6,0
2020-03-16,Louisiana,34,1
2020-03-16,Minnesota,19,0
2020-03-16,Tennessee,13,0
2020-03-16,Wisconsin,14,0
2020-03-16,California,110,5
2020-03-16,New Jersey,78,1
2020-03-16,New Mexico,4,0
2020-03-16,Washington,119,6
2020-03-16,Connecticut,15,0
2020-03-16,Mississippi,2,0
2020-03-16,Puerto Rico,0,0
2020-03-16,North Dakota,0,0
2020-03-16,Pennsylvania,13,0
2020-03-16,Rhode Island,1,0
2020-03-16,South Dakota,1,0
2020-03-16,Massachusetts,33,0
2020-03-16,New Hampshire,4,0
2020-03-16,North Carolina,2,0
2020-03-16,South Carolina,5,1
2020-03-16,Virgin Islands,1,0
2020-03-16,District of Columbia,5,0
2020-03-17,Guam,0,0
2020-03-17,Iowa,7,0
2020-03-17,Ohio,17,0
2020-03-17,Utah,11,0
2020-03-17,Idaho,4,0
2020-03-17,Maine,15,0
2020-03-17,Texas,19,0
2020-03-17,Alaska,3,0
2020-03-17,Hawaii,4,0
2020-03-17,Kansas,6,0
2020-03-17,Nevada,10,0
2020-03-17,Oregon,20,1
2020-03-17,Alabama,10,0
2020-03-17,Arizona,2,0
2020-03-17,Florida,69,2
2020-03-17,Georgia,24,0
2020-03-17,Indiana,6,1
2020-03-17,Montana,0,0
2020-03-17,Vermont,2,0
2020-03-17,Wyoming,5,0
2020-03-17,Arkansas,0,0
2020-03-17,Colorado,22,1
2020-03-17,Delaware,8,0
2020-03-17,Illinois,55,1
2020-03-17,Kentucky,4,0
2020-03-17,Maryland,18,0
2020-03-17,Michigan,11,0
2020-03-17,Missouri,7,0
2020-03-17,Nebraska,3,0
2020-03-17,New York,425,8
2020-03-17,Oklahoma,8,0
2020-03-17,Virginia,16,1
2020-03-17,Louisiana,59,2
2020-03-17,Minnesota,6,0
2020-03-17,Tennessee,21,0
2020-03-17,Wisconsin,25,0
2020-03-17,California,144,3
2020-03-17,New Jersey,92,0
2020-03-17,New Mexico,2,0
2020-03-17,Washington,114,6
2020-03-17,Connecticut,27,0
2020-03-17,Mississippi,9,0
2020-03-17,Puerto Rico,0,0
2020-03-17,North Dakota,4,0
2020-03-17,Pennsylvania,20,0
2020-03-17,Rhode Island,2,0
2020-03-17,South Dakota,1,0
2020-03-17,Massachusetts,21,0
2020-03-17,New Hampshire,9,0
2020-03-17,North Carolina,8,0
2020-03-17,South Carolina,14,0
2020-03-17,Virgin Islands,0,0
2020-03-17,District of Columbia,9,0
2020-03-18,Guam,5,0
2020-03-18,Iowa,9,0
2020-03-18,Ohio,23,0
2020-03-18,Utah,14,0
2020-03-18,Idaho,2,0
2020-03-18,Maine,11,0
2020-03-18,Texas,60,1
2020-03-18,Alaska,3,0
2020-03-18,Hawaii,2,0
2020-03-18,Kansas,5,0
2020-03-18,Nevada,27,0
2020-03-18,Oregon,8,1
2020-03-18,Alabama,12,0
2020-03-18,Arizona,8,0
2020-03-18,Florida,116,1
2020-03-18,Georgia,51,2
2020-03-18,Indiana,9,0
2020-03-18,Montana,4,0
2020-03-18,Vermont,5,0
2020-03-18,Wyoming,2,0
2020-03-18,Arkansas,11,0
2020-03-18,Colorado,33,0
2020-03-18,Delaware,10,0
2020-03-18,Illinois,127,0
2020-03-18,Kentucky,9,0
2020-03-18,Maryland,28,1
2020-03-18,Michigan,15,1
2020-03-18,Missouri,5,1
2020-03-18,Nebraska,7,0
2020-03-18,New York,1012,14
2020-03-18,Oklahoma,11,0
2020-03-18,Virginia,11,0
2020-03-18,Louisiana,84,2
2020-03-18,Minnesota,17,0
2020-03-18,Tennessee,25,0
2020-03-18,Wisconsin,34,0
2020-03-18,California,161,3
2020-03-18,New Jersey,159,2
2020-03-18,New Mexico,5,0
2020-03-18,Washington,118,14
2020-03-18,Connecticut,28,1
2020-03-18,Mississippi,13,0
2020-03-18,Puerto Rico,0,0
2020-03-18,North Dakota,2,0
2020-03-18,Pennsylvania,38,1
2020-03-18,Rhode Island,10,0
2020-03-18,South Dakota,0,0
2020-03-18,Massachusetts,38,0
2020-03-18,New Hampshire,13,0
2020-03-18,West Virginia,1,0
2020-03-18,North Carolina,24,0
2020-03-18,South Carolina,13,0
2020-03-18,Virgin Islands,1,0
2020-03-18,District of Columbia,5,0
2020-03-19,Guam,4,0
2020-03-19,Iowa,6,0
2020-03-19,Ohio,30,0
2020-03-19,Utah,15,0
2020-03-19,Idaho,12,0
2020-03-19,Maine,9,0
2020-03-19,Texas,82,2
2020-03-19,Alaska,3,0
2020-03-19,Hawaii,10,0
2020-03-19,Kansas,13,0
2020-03-19,Nevada,17,0
2020-03-19,Oregon,13,0
